2019-09-06 17:28:13	1	12345678	200000	2	1	1011	99	1	0	0		0	1900-01-01 12:00:00	99	任务奖励	0	0	0	0	0	0	0
2019-09-06 17:28:13	1	12345678	200000	2	2	1111	99	1	0	0		0	1900-01-01 12:00:00	99	任务奖励	0	0	0	0	0	0	0
2019-09-06 17:29:08	1	12345678	200000	5	3	1015101	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	1	0	0
2019-09-06 17:29:12	1	12345678	200000	5	3	1015101	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	0	1	0	0
2019-09-06 17:31:03	1	12345678	200000	5	4	2002	1	1	0	0		0	1900-01-01 12:00:00	1	连续登陆奖励物品	0	0	0	0	0	0	0
2019-09-06 17:31:07	1	12345678	200000	5	5	5051	1	1	0	0		0	1900-01-01 12:00:00	1	累计登陆普通奖励	0	0	0	0	0	0	0
2019-09-06 17:31:07	1	12345678	200000	5	6	2001	1	1	0	0		0	1900-01-01 12:00:00	1	累计登陆普通奖励	0	0	0	0	0	0	0
2019-09-06 17:31:07	1	12345678	200000	5	7	1010503	1	1	0	0		0	1900-01-01 12:00:00	1	累计登陆职业奖励	0	0	0	0	235	0	0
2019-09-06 17:31:42	1	12345678	200000	8	8	1010101	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	256	0	0
2019-09-06 17:31:43	1	12345678	200000	8	8	1010101	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	0	256	0	0
2019-09-06 17:32:35	1	12345678	200000	11	9	4000	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	0	0	0
2019-09-06 17:33:29	1	12345678	200000	11	10	50160	1	1	0	0		0	1900-01-01 12:00:00	1	七日登录	0	0	0	0	0	0	0
2019-09-06 17:33:29	1	12345678	200000	11	11	5050	2	1	0	0		0	1900-01-01 12:00:00	2	七日登录	0	0	0	0	0	0	0
2019-09-06 17:33:56	1	12345678	200000	11	12	2016	1	1	0	0		0	1900-01-01 12:00:00	1	每日在线奖励物品	0	0	0	0	0	0	0
2019-09-06 17:38:45	1	12345678	200001	2	13	1011	99	1	0	0		0	1900-01-01 12:00:00	99	任务奖励	0	0	0	0	0	0	0
2019-09-06 17:38:45	1	12345678	200001	2	14	1111	99	1	0	0		0	1900-01-01 12:00:00	99	任务奖励	0	0	0	0	0	0	0
2019-09-06 17:47:27	1	12345678	200001	2	15	50016	1	1	0	0		0	1900-01-01 12:00:00	1	连续登陆奖励物品	0	0	0	0	0	0	0
2019-09-06 17:47:30	1	123896548	200002	2	16	1011	99	1	0	0		0	1900-01-01 12:00:00	99	任务奖励	0	0	0	0	0	0	0
2019-09-06 17:47:30	1	123896548	200002	2	17	1111	99	1	0	0		0	1900-01-01 12:00:00	99	任务奖励	0	0	0	0	0	0	0
2019-09-06 17:49:20	1	12345678	200001	2	18	50160	1	1	0	0		0	1900-01-01 12:00:00	1	七日登录	0	0	0	0	0	0	0
2019-09-06 17:49:20	1	12345678	200001	2	19	5050	2	1	0	0		0	1900-01-01 12:00:00	2	七日登录	0	0	0	0	0	0	0
2019-09-06 17:49:35	1	12345678	200001	2	20	5051	1	1	0	0		0	1900-01-01 12:00:00	1	累计登陆普通奖励	0	0	0	0	0	0	0
2019-09-06 17:49:35	1	12345678	200001	2	21	2001	1	1	0	0		0	1900-01-01 12:00:00	1	累计登陆普通奖励	0	0	0	0	0	0	0
2019-09-06 17:49:35	1	12345678	200001	2	22	1000503	1	1	0	0		0	1900-01-01 12:00:00	1	累计登陆职业奖励	0	0	0	0	235	0	0
2019-09-06 17:51:14	1	123896548	200002	5	23	1025501	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	1	0	0
2019-09-06 17:51:15	1	123896548	200002	5	23	1025501	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	0	1	0	0
2019-09-06 17:53:03	1	12345678	200001	3	24	1111	1	0	0	0		0	1900-01-01 12:00:00	1	杀怪掉落后手动拾取	0	0	0	0	0	0	0
2019-09-06 17:53:43	1	12345678	200001	5	25	1005101	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	1	0	0
2019-09-06 17:53:44	1	123896548	200002	8	26	1020101	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	256	0	0
2019-09-06 17:53:44	1	12345678	200001	5	25	1005101	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	0	1	0	0
2019-09-06 17:53:47	1	123896548	200002	8	26	1020101	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	0	256	0	0
2019-09-06 17:55:09	1	123896548	200002	11	27	4000	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	0	0	0
2019-09-06 17:56:27	1	123896548	200002	12	28	2016	5	1	0	0		0	1900-01-01 12:00:00	5	任务奖励	0	0	0	0	0	0	0
2019-09-06 17:56:42	1	12345678	200001	8	29	1000101	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	256	0	0
2019-09-06 17:56:43	1	12345678	200001	8	29	1000101	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	0	256	0	0
2019-09-06 17:56:44	1	123896548	200002	12	28	2016	4	1	0	0		0	1900-01-01 12:00:00	-1	物品使用	0	0	0	0	0	0	0
