2019-09-07 13:41:12	1	123896548	200002	62	冰风谷
2019-09-07 13:45:23	1	123896548	200002	68	骷髅王殿-普通
2019-09-07 13:45:49	1	123896548	200002	68	冰风谷
2019-09-07 13:51:08	1	123896548	200002	70	仙踪秘境-普通
2019-09-07 13:54:02	1	123896548	200002	70	冰风谷
2019-09-07 13:55:09	1	123896548	200002	75	仙踪秘境-精英
2019-09-07 13:58:37	1	123896548	200002	75	冰风谷
2019-09-07 14:08:28	1	123896548	200002	84	冰后大殿-剧情
2019-09-07 14:10:18	1	123896548	200002	85	冰风谷
2019-09-07 14:10:33	1	123896548	200002	89	勇者大陆
2019-09-07 14:11:43	1	123896548	200002	91	火龙王巢穴
2019-09-07 14:13:21	1	123896548	200002	94	勇者大陆
2019-09-07 14:18:47	1	123896548	200002	44	地下城
2019-09-07 17:36:17	1	123456789	200007	22	骷髅王殿-剧情
2019-09-07 17:37:16	1	123456789	200007	25	勇者大陆
2019-09-07 17:37:34	1	123456789	200007	31	仙踪林
2019-09-07 17:45:38	1	123456789	200007	46	恶魔广场
2019-09-07 17:47:59	1	123456789	200007	51	仙踪林
2019-09-07 17:50:52	1	123456789	200007	57	仙踪秘境-剧情
2019-09-07 17:53:02	1	123456789	200007	58	仙踪林
2019-09-07 17:53:10	1	123456789	200007	62	勇者大陆
2019-09-07 17:54:02	1	123456789	200007	63	冰风谷
