2019-09-07 13:39:00	1	123896548	200003	13	1	1111	1	0	0	0		0	勇者大陆	蛮牛怪
2019-09-07 13:42:51	1	123896548	200002	64	2	1022105	1	0	0	0		0	冰风谷	雪虫
2019-09-07 13:44:21	1	123896548	200002	68	3	50000	1	1	0	0		0	冰风谷	寒冰魔
2019-09-07 13:47:39	1	123896548	200002	69	4	1111	1	0	0	0		0	冰风谷	雪人
2019-09-07 13:48:48	1	123896548	200002	69	5	1111	1	0	0	0		0	冰风谷	蓝魔怪
2019-09-07 13:53:50	1	123896548	200002	70	6	50000	1	1	0	0		0	仙踪秘境-普通	亚昆魔王
2019-09-07 13:53:50	1	123896548	200002	70	7	50000	1	1	0	0		0	仙踪秘境-普通	亚昆魔王
2019-09-07 13:53:50	1	123896548	200002	70	8	50000	1	1	0	0		0	仙踪秘境-普通	亚昆魔王
2019-09-07 13:53:50	1	123896548	200002	70	9	50000	1	1	0	0		0	仙踪秘境-普通	亚昆魔王
2019-09-07 13:53:50	1	123896548	200002	70	10	2003	1	1	0	0		0	仙踪秘境-普通	亚昆魔王
2019-09-07 13:53:50	1	123896548	200002	70	11	1020002	1	1	0	0		0	仙踪秘境-普通	亚昆魔王
2019-09-07 13:53:50	1	123896548	200002	70	12	1020202	1	1	0	0		0	仙踪秘境-普通	亚昆魔王
2019-09-07 13:53:50	1	123896548	200002	70	13	1010302	1	1	0	0		0	仙踪秘境-普通	亚昆魔王
2019-09-07 13:53:50	1	123896548	200002	70	14	1000102	1	1	0	0		0	仙踪秘境-普通	亚昆魔王
2019-09-07 13:57:36	1	123896548	200002	75	15	50000	1	1	0	0		0	仙踪秘境-精英	亚昆魔王
2019-09-07 13:57:36	1	123896548	200002	75	16	50000	1	1	0	0		0	仙踪秘境-精英	亚昆魔王
2019-09-07 13:57:36	1	123896548	200002	75	17	50000	1	1	0	0		0	仙踪秘境-精英	亚昆魔王
2019-09-07 13:57:36	1	123896548	200002	75	18	50000	1	1	0	0		0	仙踪秘境-精英	亚昆魔王
2019-09-07 13:57:36	1	123896548	200002	75	19	1020402	1	1	0	0		0	仙踪秘境-精英	亚昆魔王
2019-09-07 13:57:36	1	123896548	200002	75	20	1010002	1	1	0	0		0	仙踪秘境-精英	亚昆魔王
2019-09-07 13:57:36	1	123896548	200002	75	21	1010302	1	1	0	0		0	仙踪秘境-精英	亚昆魔王
2019-09-07 13:57:36	1	123896548	200002	75	22	1020102	1	1	0	0		0	仙踪秘境-精英	亚昆魔王
2019-09-07 13:57:36	1	123896548	200002	75	23	1015102	1	1	0	0		0	仙踪秘境-精英	亚昆魔王
2019-09-07 13:57:36	1	123896548	200002	75	24	1010102	1	1	0	0		0	仙踪秘境-精英	亚昆魔王
2019-09-07 13:57:36	1	123896548	200002	75	25	2063	1	1	0	0		0	仙踪秘境-精英	亚昆魔王
