2019-10-18 11:45:19	1	aaa	200011	3	259	5051	2	1	0	0		0	1900-01-01 12:00:00	1	连续登陆奖励物品	0	0	0	0	0	0	0
2019-10-18 11:45:19	1	aaa	200011	3	261	2002	1	1	0	0		0	1900-01-01 12:00:00	1	连续登陆奖励物品	0	0	0	0	0	0	0
2019-10-18 11:45:23	1	aaa	200011	3	262	5052	1	1	0	0		0	1900-01-01 12:00:00	1	累计登陆普通奖励	0	0	0	0	0	0	0
2019-10-18 11:45:23	1	aaa	200011	3	258	2001	4	1	0	0		0	1900-01-01 12:00:00	2	累计登陆普通奖励	0	0	0	0	0	0	0
2019-10-18 11:45:23	1	aaa	200011	3	263	2017	1	1	0	0		0	1900-01-01 12:00:00	1	累计登陆普通奖励	0	0	0	0	0	0	0
2019-10-18 11:45:23	1	aaa	200011	3	264	1005103	1	1	0	0		0	1900-01-01 12:00:00	1	累计登陆职业奖励	0	0	0	0	235	0	0
2019-10-18 17:21:16	1	1111	200012	2	265	1011	99	1	0	0		0	1900-01-01 12:00:00	99	任务奖励	0	0	0	0	0	0	0
2019-10-18 17:21:16	1	1111	200012	2	266	1111	99	1	0	0		0	1900-01-01 12:00:00	99	任务奖励	0	0	0	0	0	0	0
2019-10-18 17:22:07	1	1111	200012	4	267	1011	1	0	0	0		0	1900-01-01 12:00:00	1	杀怪掉落后手动拾取	0	0	0	0	0	0	0
2019-10-18 17:22:12	1	1111	200012	5	268	1015101	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	1	0	0
2019-10-18 17:22:17	1	1111	200012	5	268	1015101	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	0	1	0	0
