2019-09-12 10:41:17	1	12345678	200000	15	236	50016	1	1	0	0		0	1900-01-01 12:00:00	1	连续登陆奖励物品	0	0	0	0	0	0	0
2019-09-12 10:41:17	1	12345678	200000	15	237	2000	1	1	0	0		0	1900-01-01 12:00:00	1	连续登陆奖励物品	0	0	0	0	0	0	0
2019-09-12 12:01:19	1	12345678	200000	19	238	1010201	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	768	0	0
2019-09-12 12:01:23	1	12345678	200000	19	238	1010201	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	0	768	0	0
2019-09-12 14:30:43	1	12345678	200000	22	2	1111	98	1	0	0		0	1900-01-01 12:00:00	-1	物品使用	0	0	0	0	0	0	0
2019-09-12 14:30:58	1	12345678	200000	22	2	1111	97	1	0	0		0	1900-01-01 12:00:00	-1	物品使用	0	0	0	0	0	0	0
2019-09-12 14:31:23	1	12345678	200000	22	2	1111	96	1	0	0		0	1900-01-01 12:00:00	-1	物品使用	0	0	0	0	0	0	0
2019-09-12 14:31:45	1	12345678	200000	22	2	1111	95	1	0	0		0	1900-01-01 12:00:00	-1	物品使用	0	0	0	0	0	0	0
2019-09-12 14:31:49	1	12345678	200000	25	239	1015101	1	1	0	0		0	1900-01-01 12:00:00	1	杀怪掉落后手动拾取	0	0	0	0	235	0	0
2019-09-12 14:31:49	1	12345678	200000	25	240	1005101	1	1	0	0		0	1900-01-01 12:00:00	1	杀怪掉落后手动拾取	0	0	0	0	235	0	0
2019-09-12 14:31:49	1	12345678	200000	25	241	1025401	1	1	0	0		0	1900-01-01 12:00:00	1	杀怪掉落后手动拾取	0	0	0	0	235	0	0
2019-09-12 14:31:53	1	12345678	200000	25	3	1015101	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	167	1	0	0
2019-09-12 14:31:53	1	12345678	200000	25	239	1015101	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	0	235	0	0
2019-09-12 14:32:21	1	12345678	200000	31	242	1010501	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	3	0	0
2019-09-12 14:32:24	1	12345678	200000	31	242	1010501	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	0	3	0	0
2019-09-12 14:43:40	1	test1	200009	22	210	1111	96	1	0	0		0	1900-01-01 12:00:00	-1	物品使用	0	0	0	0	0	0	0
2019-09-12 14:43:56	1	test1	200009	22	210	1111	95	1	0	0		0	1900-01-01 12:00:00	-1	物品使用	0	0	0	0	0	0	0
2019-09-12 14:44:20	1	test1	200009	22	210	1111	94	1	0	0		0	1900-01-01 12:00:00	-1	物品使用	0	0	0	0	0	0	0
2019-09-12 14:44:38	1	test1	200009	22	210	1111	93	1	0	0		0	1900-01-01 12:00:00	-1	物品使用	0	0	0	0	0	0	0
2019-09-12 15:00:32	1	test1	200009	31	243	1010501	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	3	0	0
2019-09-12 15:00:34	1	test1	200009	31	243	1010501	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	0	3	0	0
2019-09-12 15:01:23	1	test1	200009	31	228	5051	2	1	0	0		0	1900-01-01 12:00:00	1	连续登陆奖励物品	0	0	0	0	0	0	0
2019-09-12 15:01:23	1	test1	200009	31	244	4042	1	1	0	0		0	1900-01-01 12:00:00	1	连续登陆奖励物品	0	0	0	0	0	0	0
2019-09-12 15:01:23	1	test1	200009	31	245	5053	1	1	0	0		0	1900-01-01 12:00:00	1	连续登陆奖励物品	0	0	0	0	0	0	0
2019-09-12 15:04:05	1	test1	200009	32	214	2016	10	1	0	0		0	1900-01-01 12:00:00	5	任务奖励	0	0	0	0	0	0	0
2019-09-12 15:13:26	1	12345678	200000	32	12	2016	9	1	0	0		0	1900-01-01 12:00:00	5	任务奖励	0	0	0	0	0	0	0
2019-09-12 15:15:56	1	12345678	200000	36	246	1010301	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	768	0	0
2019-09-12 15:16:13	1	12345678	200000	37	247	1011	99	1	0	0		0	1900-01-01 12:00:00	99	任务奖励	0	0	0	0	0	0	0
2019-09-12 15:16:13	1	12345678	200000	37	2	1111	99	1	0	0		0	1900-01-01 12:00:00	4	任务奖励	0	0	0	0	0	0	0
2019-09-12 15:16:13	1	12345678	200000	37	248	1111	95	1	0	0		0	1900-01-01 12:00:00	95	任务奖励	0	0	0	0	0	0	0
2019-09-12 15:16:57	1	12345678	200000	39	249	1010401	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	768	0	0
