2019-09-10 14:54:16	1	test1	200008	2	203	1011	99	1	0	0		0	1900-01-01 12:00:00	99	任务奖励	0	0	0	0	0	0	0
2019-09-10 14:54:16	1	test1	200008	2	204	1111	99	1	0	0		0	1900-01-01 12:00:00	99	任务奖励	0	0	0	0	0	0	0
2019-09-10 14:54:18	1	test1	200008	2	205	50160	1	1	0	0		0	1900-01-01 12:00:00	1	七日登录	0	0	0	0	0	0	0
2019-09-10 14:54:18	1	test1	200008	2	206	5050	2	1	0	0		0	1900-01-01 12:00:00	2	七日登录	0	0	0	0	0	0	0
2019-09-10 14:55:56	1	test1	200008	5	207	1025501	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	1	0	0
2019-09-10 14:55:57	1	test1	200008	5	207	1025501	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	0	1	0	0
2019-09-10 15:00:07	1	test1	200008	8	208	1020101	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	256	0	0
2019-09-10 16:22:22	1	test1	200009	2	209	1011	99	1	0	0		0	1900-01-01 12:00:00	99	任务奖励	0	0	0	0	0	0	0
2019-09-10 16:22:22	1	test1	200009	2	210	1111	99	1	0	0		0	1900-01-01 12:00:00	99	任务奖励	0	0	0	0	0	0	0
2019-09-10 16:23:47	1	test1	200009	5	211	1015101	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	1	0	0
2019-09-10 16:23:48	1	test1	200009	5	211	1015101	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	0	1	0	0
2019-09-10 16:24:45	1	test1	200009	8	212	1010101	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	256	0	0
2019-09-10 16:24:46	1	test1	200009	8	212	1010101	1	1	0	0		0	1900-01-01 12:00:00	0	客户端修改	0	0	0	0	256	0	0
2019-09-10 16:25:19	1	test1	200009	11	213	4000	1	1	0	0		0	1900-01-01 12:00:00	1	任务奖励	0	0	0	0	0	0	0
2019-09-10 16:25:56	1	test1	200009	12	214	2016	5	1	0	0		0	1900-01-01 12:00:00	5	任务奖励	0	0	0	0	0	0	0
