2019-09-09 11:18:18	1	123456789	200007	53	130	1011	99	1	0	0		0	1900-01-01 12:00:00	0	重置背包索引	0	0	0	0	0	0	0
2019-09-09 11:18:18	1	123456789	200007	53	131	1111	59	1	0	0		0	1900-01-01 12:00:00	0	重置背包索引	0	0	0	0	0	0	0
2019-09-09 11:18:18	1	123456789	200007	53	150	1011	98	1	0	0		0	1900-01-01 12:00:00	0	重置背包索引	0	0	0	0	0	0	0
2019-09-09 11:18:18	1	123456789	200007	53	151	1111	59	1	0	0		0	1900-01-01 12:00:00	0	重置背包索引	0	0	0	0	0	0	0
2019-09-09 11:18:19	1	123456789	200007	53	168	1111	0	1	0	0		0	1900-01-01 12:00:00	0	重置背包索引	0	0	0	0	0	0	0
2019-09-09 11:18:19	1	123456789	200007	53	115	1111	99	1	0	0		0	1900-01-01 12:00:00	0	重置背包索引	0	0	0	0	0	0	0
2019-09-09 11:18:19	1	123456789	200007	53	131	1111	99	1	0	0		0	1900-01-01 12:00:00	0	重置背包索引	0	0	0	0	0	0	0
2019-09-09 11:18:19	1	123456789	200007	53	151	1111	91	1	0	0		0	1900-01-01 12:00:00	0	重置背包索引	0	0	0	0	0	0	0
2019-09-09 11:18:19	1	123456789	200007	53	114	1011	99	1	0	0		0	1900-01-01 12:00:00	0	重置背包索引	0	0	0	0	0	0	0
2019-09-09 11:18:19	1	123456789	200007	53	150	1011	98	1	0	0		0	1900-01-01 12:00:00	0	重置背包索引	0	0	0	0	0	0	0
2019-09-09 11:18:19	1	123456789	200007	53	130	1011	99	1	0	0		0	1900-01-01 12:00:00	0	重置背包索引	0	0	0	0	0	0	0
2019-09-09 11:18:37	1	123456789	200007	53	176	5051	1	1	0	0		0	1900-01-01 12:00:00	1	连续登陆奖励物品	0	0	0	0	0	0	0
2019-09-09 11:18:41	1	123456789	200007	53	145	2001	5	1	0	0		0	1900-01-01 12:00:00	1	升级有礼奖品	0	0	0	0	0	0	0
