2019-09-09 11:20:18	1	123456789	200007	53	1	1111	1	0	0	0		0	地下城	骷髅弓箭手
2019-09-09 11:23:22	1	123456789	200007	54	2	50000	1	1	0	0		0	地下城	地狱猎犬怪
2019-09-09 11:23:57	1	123456789	200007	54	3	1011	1	0	0	0		0	地下城	地狱猎犬怪
2019-09-09 11:24:31	1	123456789	200007	54	4	1011	1	0	0	0		0	地下城	地狱猎犬怪
2019-09-09 11:58:39	1	123456789	200007	56	5	70306	1	0	0	0		0	地下城	骷髅战士
2019-09-09 12:03:00	1	123456789	200007	56	6	1011	1	0	0	0		0	地下城	骷髅战士
2019-09-09 12:03:42	1	123456789	200007	56	7	50000	1	1	0	0		0	地下城	骷髅战士
2019-09-09 12:04:28	1	123456789	200007	56	8	1111	1	0	0	0		0	地下城	骷髅战士
2019-09-09 12:04:44	1	123456789	200007	56	9	1111	1	0	0	0		0	地下城	骷髅战士
2019-09-09 12:04:44	1	123456789	200007	56	10	50000	1	1	0	0		0	地下城	骷髅战士
2019-09-09 12:05:36	1	123456789	200007	56	11	50000	1	1	0	0		0	地下城	骷髅战士
2019-09-09 12:07:22	1	123456789	200007	56	12	50000	1	1	0	0		0	地下城	骷髅战士
2019-09-09 12:07:28	1	123456789	200007	56	13	6005	1	0	0	0		0	地下城	骷髅战士
2019-09-09 12:08:13	1	123456789	200007	56	14	50000	1	1	0	0		0	地下城	骷髅战士
2019-09-09 12:09:41	1	123456789	200007	56	15	1111	1	0	0	0		0	地下城	骷髅战士
2019-09-09 12:14:56	1	123456789	200007	56	16	50000	1	1	0	0		0	地下城	骷髅战士
2019-09-09 12:15:36	1	123456789	200007	56	17	1011	1	0	0	0		0	地下城	骷髅战士
2019-09-09 12:19:50	1	123456789	200006	6	18	50000	1	1	0	0		0	勇者大陆	牛怪
2019-09-09 12:20:26	1	123456789	200006	8	19	1111	1	0	0	0		0	勇者大陆	猎犬怪
2019-09-09 12:25:17	1	123456789	200007	57	20	1111	1	0	0	0		0	地下城	骷髅战士
2019-09-09 12:25:19	1	123456789	200007	57	21	6001	1	0	0	0		0	地下城	死灵巫师
2019-09-09 12:26:15	1	123456789	200007	57	22	1111	1	0	0	0		0	地下城	死灵巫师
2019-09-09 12:32:32	1	123456789	200007	58	23	1011	1	0	0	0		0	地下城	骷髅战士
2019-09-09 12:33:36	1	123456789	200007	58	24	1111	1	0	0	0		0	地下城	骷髅战士
2019-09-09 12:34:22	1	123456789	200007	58	25	1010603	1	0	0	0		0	地下城	骷髅战士
2019-09-09 12:36:32	1	123456789	200007	58	26	50000	1	1	0	0		0	地下城	骷髅战士
2019-09-09 12:39:39	1	123456789	200007	58	27	1111	1	0	0	0		0	地下城	骷髅战士
2019-09-09 12:41:45	1	123456789	200007	58	28	1011	1	0	0	0		0	地下城	骷髅战士
2019-09-09 13:33:00	1	123456789	200007	58	29	6005	1	0	0	0		0	地下城	暗黑骑士
2019-09-09 13:33:48	1	123456789	200007	58	30	70309	1	0	0	0		0	地下城	暗黑骑士
2019-09-09 13:41:01	1	123456789	200007	59	31	50000	1	1	0	0		0	冰后大殿-普通	冰后
2019-09-09 13:41:01	1	123456789	200007	59	32	50000	1	1	0	0		0	冰后大殿-普通	冰后
2019-09-09 13:41:01	1	123456789	200007	59	33	50000	1	1	0	0		0	冰后大殿-普通	冰后
2019-09-09 13:41:01	1	123456789	200007	59	34	50000	1	1	0	0		0	冰后大殿-普通	冰后
2019-09-09 13:41:01	1	123456789	200007	59	35	1020002	1	1	0	0		0	冰后大殿-普通	冰后
2019-09-09 13:41:01	1	123456789	200007	59	36	1010202	1	1	0	0		0	冰后大殿-普通	冰后
2019-09-09 13:41:01	1	123456789	200007	59	37	1025402	1	1	0	0		0	冰后大殿-普通	冰后
2019-09-09 13:44:59	1	123456789	200007	59	38	1111	1	0	0	0		0	地下城	死灵巫师
2019-09-09 13:51:40	1	123456789	200007	59	39	1111	1	0	0	0		0	地下城	死灵巫师
2019-09-09 13:52:12	1	123456789	200007	59	40	1111	1	0	0	0		0	地下城	死灵巫师
2019-09-09 13:52:40	1	123456789	200007	59	41	1011	1	0	0	0		0	地下城	死灵巫师
2019-09-09 13:53:00	1	123456789	200007	59	42	50000	1	1	0	0		0	地下城	死灵巫师
2019-09-09 13:53:32	1	123456789	200007	59	43	1111	1	0	0	0		0	地下城	死灵巫师
2019-09-09 13:54:36	1	123456789	200007	59	44	1011	1	0	0	0		0	地下城	死灵巫师
2019-09-09 13:56:48	1	123456789	200007	59	45	50000	1	1	0	0		0	地下城	死灵巫师
2019-09-09 13:58:10	1	123456789	200007	59	46	50000	1	1	0	0		0	地下城	死灵巫师
2019-09-09 14:01:31	1	123456789	200007	59	47	1111	1	0	0	0		0	地下城	骷髅战士
2019-09-09 14:01:55	1	123456789	200007	59	48	1011	1	0	0	0		0	地下城	骷髅战士
2019-09-09 14:01:55	1	123456789	200007	59	49	70306	1	0	0	0		0	地下城	骷髅战士
2019-09-09 14:03:03	1	123456789	200007	59	50	1011	1	0	0	0		0	地下城	骷髅战士
2019-09-09 14:04:47	1	123456789	200007	59	51	1111	1	0	0	0		0	地下城	骷髅战士
2019-09-09 14:06:43	1	123456789	200007	59	52	1011	1	0	0	0		0	地下城	骷髅战士
2019-09-09 14:08:40	1	123456789	200007	59	53	1010603	1	0	0	0		0	地下城	骷髅战士
2019-09-09 14:08:44	1	123456789	200007	59	54	1015306	1	0	0	0		0	地下城	骷髅战士
2019-09-09 14:09:22	1	123456789	200007	59	55	50000	1	1	0	0		0	地下城	骷髅战士
2019-09-09 14:09:22	1	123456789	200007	59	56	6001	1	0	0	0		0	地下城	骷髅战士
2019-09-09 14:09:28	1	123456789	200007	59	57	1111	1	0	0	0		0	地下城	骷髅战士
2019-09-09 14:10:20	1	123456789	200007	59	58	70306	1	0	0	0		0	地下城	骷髅战士
2019-09-09 14:14:24	1	123456789	200007	59	59	1011	1	0	0	0		0	地下城	骷髅战士
2019-09-09 14:14:54	1	123456789	200007	59	60	1111	1	0	0	0		0	地下城	骷髅战士
2019-09-09 14:14:54	1	123456789	200007	59	61	6004	1	0	0	0		0	地下城	骷髅战士
2019-09-09 14:16:16	1	123456789	200007	59	62	1111	1	0	0	0		0	地下城	骷髅战士
2019-09-09 16:18:21	1	123456789	200006	13	63	1011	1	0	0	0		0	勇者大陆	蛮牛怪
